65.914,-1.0302E-41,1.1034E-4,2.5982E-4,3.8580E-4,4.9108E-4,5.7879E-4,6.5175E-4,7.1331E-4,7.6453E-4,8.0738E-4,8.4334E-4,8.7462E-4,9.0029E-4,9.1874E-4,9.2962E-4,9.4049E-4,9.5136E-4,9.5840E-4,9.6499E-4,9.7158E-4,9.7642E-4,9.7991E-4,9.8339E-4,9.8687E-4,9.9036E-4,9.9258E-4,9.9440E-4,9.9623E-4,9.9806E-4,9.9989E-4,0.0010010,0.0010020,0.0010030,0.0010041,0.0010050,0.0010055,0.0010061,0.0010066,0.0010071,0.0010075,0.0010078,0.0010080,0.0010083,0.0010085,0.0010087,0.0010088,0.0010089,0.0010090,0.0010091
72.505,-4.6142E-41,1.2060E-4,2.8322E-4,4.2026E-4,5.3480E-4,6.3022E-4,7.0959E-4,7.7656E-4,8.3228E-4,8.7889E-4,9.1802E-4,9.5204E-4,9.7997E-4,0.0010000,0.0010119,0.0010237,0.0010355,0.0010432,0.0010504,0.0010575,0.0010628,0.0010666,0.0010704,0.0010742,0.0010780,0.0010804,0.0010824,0.0010843,0.0010863,0.0010883,0.0010895,0.0010906,0.0010917,0.0010929,0.0010939,0.0010945,0.0010950,0.0010956,0.0010962,0.0010966,0.0010969,0.0010972,0.0010974,0.0010977,0.0010979,0.0010980,0.0010981,0.0010983,0.0010984
79.096,-8.1981E-41,1.3086E-4,3.0662E-4,4.5473E-4,5.7852E-4,6.8165E-4,7.6743E-4,8.3981E-4,9.0003E-4,9.5041E-4,9.9269E-4,0.0010295,0.0010596,0.0010813,0.0010941,0.0011069,0.0011197,0.0011280,0.0011357,0.0011435,0.0011492,0.0011533,0.0011574,0.0011615,0.0011655,0.0011682,0.0011703,0.0011725,0.0011746,0.0011768,0.0011780,0.0011792,0.0011805,0.0011817,0.0011828,0.0011834,0.0011840,0.0011846,0.0011852,0.0011857,0.0011860,0.0011863,0.0011866,0.0011869,0.0011871,0.0011872,0.0011874,0.0011875,0.0011876
85.688,-2.8065E-41,1.4583E-4,3.4060E-4,5.0473E-4,6.4191E-4,7.5619E-4,8.5125E-4,9.3146E-4,9.9820E-4,0.0010540,0.0011009,0.0011416,0.0011751,0.0011991,0.0012133,0.0012275,0.0012416,0.0012508,0.0012594,0.0012680,0.0012743,0.0012788,0.0012834,0.0012879,0.0012924,0.0012953,0.0012977,0.0013001,0.0013025,0.0013049,0.0013063,0.0013076,0.0013090,0.0013103,0.0013116,0.0013122,0.0013129,0.0013136,0.0013143,0.0013148,0.0013151,0.0013155,0.0013158,0.0013161,0.0013163,0.0013165,0.0013166,0.0013168,0.0013169
92.279,2.5850E-41,1.6079E-4,3.7458E-4,5.5473E-4,7.0530E-4,8.3074E-4,9.3508E-4,0.0010231,0.0010964,0.0011576,0.0012091,0.0012538,0.0012905,0.0013169,0.0013325,0.0013480,0.0013636,0.0013736,0.0013831,0.0013925,0.0013994,0.0014044,0.0014094,0.0014144,0.0014193,0.0014225,0.0014251,0.0014277,0.0014304,0.0014330,0.0014345,0.0014360,0.0014375,0.0014390,0.0014403,0.0014411,0.0014418,0.0014425,0.0014433,0.0014439,0.0014442,0.0014446,0.0014450,0.0014453,0.0014456,0.0014457,0.0014459,0.0014460,0.0014462
98.871,7.9766E-41,1.7576E-4,4.0856E-4,6.0473E-4,7.6869E-4,9.0528E-4,0.0010189,0.0011148,0.0011945,0.0012613,0.0013173,0.0013660,0.0014060,0.0014347,0.0014516,0.0014686,0.0014855,0.0014965,0.0015067,0.0015170,0.0015245,0.0015300,0.0015354,0.0015408,0.0015462,0.0015497,0.0015525,0.0015554,0.0015582,0.0015611,0.0015627,0.0015644,0.0015660,0.0015676,0.0015691,0.0015699,0.0015707,0.0015715,0.0015723,0.0015730,0.0015734,0.0015737,0.0015741,0.0015745,0.0015748,0.0015750,0.0015751,0.0015753,0.0015755
105.46,4.9646E-40,1.9707E-4,4.5672E-4,6.7550E-4,8.5836E-4,0.0010107,0.0011374,0.0012443,0.0013333,0.0014077,0.0014702,0.0015245,0.0015691,0.0016012,0.0016200,0.0016389,0.0016578,0.0016700,0.0016815,0.0016929,0.0017013,0.0017074,0.0017134,0.0017195,0.0017255,0.0017294,0.0017326,0.0017358,0.0017389,0.0017421,0.0017440,0.0017458,0.0017476,0.0017494,0.0017510,0.0017519,0.0017528,0.0017537,0.0017546,0.0017554,0.0017558,0.0017562,0.0017567,0.0017571,0.0017574,0.0017576,0.0017578,0.0017580,0.0017582
112.05,9.1316E-40,2.1839E-4,5.0488E-4,7.4627E-4,9.4803E-4,0.0011161,0.0012559,0.0013739,0.0014721,0.0015542,0.0016231,0.0016830,0.0017322,0.0017676,0.0017884,0.0018093,0.0018301,0.0018436,0.0018562,0.0018689,0.0018782,0.0018848,0.0018915,0.0018982,0.0019049,0.0019091,0.0019126,0.0019161,0.0019196,0.0019231,0.0019252,0.0019272,0.0019292,0.0019312,0.0019330,0.0019340,0.0019350,0.0019360,0.0019370,0.0019378,0.0019382,0.0019387,0.0019392,0.0019397,0.0019400,0.0019402,0.0019404,0.0019407,0.0019409
118.64,1.3299E-39,2.3970E-4,5.5303E-4,8.1704E-4,0.0010377,0.0012215,0.0013745,0.0015035,0.0016108,0.0017006,0.0017760,0.0018416,0.0018954,0.0019341,0.0019569,0.0019796,0.0020024,0.0020172,0.0020310,0.0020448,0.0020550,0.0020623,0.0020696,0.0020769,0.0020842,0.0020888,0.0020927,0.0020965,0.0021003,0.0021042,0.0021064,0.0021086,0.0021108,0.0021129,0.0021149,0.0021160,0.0021171,0.0021182,0.0021193,0.0021202,0.0021207,0.0021212,0.0021217,0.0021222,0.0021226,0.0021228,0.0021231,0.0021233,0.0021236
125.24,-3.1866E-39,2.6976E-4,6.2058E-4,9.1618E-4,0.0011632,0.0013691,0.0015403,0.0016847,0.0018049,0.0019055,0.0019899,0.0020633,0.0021235,0.0021668,0.0021924,0.0022179,0.0022434,0.0022599,0.0022754,0.0022909,0.0023022,0.0023104,0.0023186,0.0023268,0.0023349,0.0023401,0.0023444,0.0023487,0.0023530,0.0023573,0.0023598,0.0023622,0.0023647,0.0023671,0.0023694,0.0023706,0.0023718,0.0023730,0.0023742,0.0023752,0.0023758,0.0023764,0.0023770,0.0023775,0.0023780,0.0023782,0.0023785,0.0023788,0.0023790
131.83,-7.7030E-39,2.9982E-4,6.8814E-4,0.0010153,0.0012888,0.0015166,0.0017061,0.0018660,0.0019990,0.0021103,0.0022038,0.0022850,0.0023517,0.0023996,0.0024279,0.0024561,0.0024844,0.0025026,0.0025198,0.0025369,0.0025495,0.0025585,0.0025676,0.0025766,0.0025857,0.0025914,0.0025962,0.0026009,0.0026057,0.0026104,0.0026132,0.0026159,0.0026186,0.0026213,0.0026238,0.0026251,0.0026265,0.0026278,0.0026292,0.0026303,0.0026309,0.0026316,0.0026322,0.0026329,0.0026333,0.0026336,0.0026339,0.0026342,0.0026345
138.42,-1.2219E-38,3.2988E-4,7.5569E-4,0.0011145,0.0014143,0.0016641,0.0018719,0.0020473,0.0021932,0.0023152,0.0024176,0.0025067,0.0025798,0.0026324,0.0026634,0.0026944,0.0027253,0.0027454,0.0027642,0.0027829,0.0027967,0.0028067,0.0028166,0.0028265,0.0028364,0.0028428,0.0028480,0.0028532,0.0028584,0.0028636,0.0028666,0.0028696,0.0028725,0.0028755,0.0028782,0.0028797,0.0028812,0.0028827,0.0028841,0.0028853,0.0028860,0.0028867,0.0028875,0.0028882,0.0028886,0.0028890,0.0028893,0.0028896,0.0028900
145.01,1.1160E-38,3.7203E-4,8.4986E-4,0.0012525,0.0015890,0.0018693,0.0021025,0.0022992,0.0024630,0.0025999,0.0027149,0.0028149,0.0028969,0.0029559,0.0029907,0.0030254,0.0030602,0.0030827,0.0031038,0.0031248,0.0031403,0.0031515,0.0031626,0.0031737,0.0031849,0.0031920,0.0031978,0.0032037,0.0032095,0.0032153,0.0032188,0.0032221,0.0032254,0.0032287,0.0032318,0.0032334,0.0032351,0.0032367,0.0032384,0.0032397,0.0032405,0.0032413,0.0032421,0.0032429,0.0032435,0.0032438,0.0032442,0.0032446,0.0032449
151.60,3.4539E-38,4.1417E-4,9.4404E-4,0.0013905,0.0017636,0.0020745,0.0023331,0.0025512,0.0027328,0.0028847,0.0030121,0.0031230,0.0032140,0.0032794,0.0033180,0.0033565,0.0033950,0.0034200,0.0034434,0.0034667,0.0034839,0.0034962,0.0035086,0.0035209,0.0035333,0.0035412,0.0035476,0.0035541,0.0035606,0.0035671,0.0035709,0.0035746,0.0035782,0.0035819,0.0035853,0.0035871,0.0035890,0.0035908,0.0035927,0.0035942,0.0035950,0.0035959,0.0035968,0.0035977,0.0035983,0.0035987,0.0035991,0.0035995,0.0035999
158.19,5.7918E-38,4.5632E-4,0.0010382,0.0015285,0.0019382,0.0022796,0.0025636,0.0028032,0.0030026,0.0031694,0.0033094,0.0034311,0.0035311,0.0036029,0.0036452,0.0036876,0.0037299,0.0037573,0.0037830,0.0038086,0.0038275,0.0038410,0.0038546,0.0038682,0.0038817,0.0038904,0.0038975,0.0039046,0.0039117,0.0039188,0.0039230,0.0039270,0.0039311,0.0039351,0.0039388,0.0039409,0.0039429,0.0039449,0.0039469,0.0039486,0.0039495,0.0039505,0.0039515,0.0039524,0.0039531,0.0039535,0.0039540,0.0039544,0.0039549
164.78,-2.0907E-39,5.1499E-4,0.0011686,0.0017192,0.0021795,0.0025629,0.0028819,0.0031510,0.0033750,0.0035623,0.0037196,0.0038563,0.0039686,0.0040493,0.0040968,0.0041444,0.0041919,0.0042227,0.0042515,0.0042803,0.0043015,0.0043167,0.0043320,0.0043472,0.0043624,0.0043721,0.0043801,0.0043881,0.0043961,0.0044041,0.0044088,0.0044133,0.0044179,0.0044224,0.0044266,0.0044289,0.0044311,0.0044334,0.0044357,0.0044375,0.0044386,0.0044397,0.0044408,0.0044419,0.0044426,0.0044431,0.0044436,0.0044441,0.0044446
171.38,-6.2100E-38,5.7366E-4,0.0012989,0.0019100,0.0024207,0.0028463,0.0032002,0.0034989,0.0037474,0.0039552,0.0041297,0.0042815,0.0044061,0.0044956,0.0045484,0.0046011,0.0046539,0.0046880,0.0047200,0.0047520,0.0047755,0.0047924,0.0048093,0.0048263,0.0048432,0.0048539,0.0048628,0.0048717,0.0048806,0.0048894,0.0048946,0.0048996,0.0049047,0.0049097,0.0049144,0.0049169,0.0049194,0.0049219,0.0049244,0.0049265,0.0049277,0.0049289,0.0049301,0.0049313,0.0049321,0.0049327,0.0049332,0.0049338,0.0049344
177.97,-1.2211E-37,6.3233E-4,0.0014293,0.0021008,0.0026620,0.0031296,0.0035185,0.0038467,0.0041198,0.0043482,0.0045399,0.0047067,0.0048436,0.0049420,0.0049999,0.0050579,0.0051159,0.0051534,0.0051886,0.0052237,0.0052496,0.0052681,0.0052867,0.0053053,0.0053239,0.0053357,0.0053455,0.0053552,0.0053650,0.0053747,0.0053804,0.0053859,0.0053915,0.0053970,0.0054021,0.0054049,0.0054076,0.0054104,0.0054132,0.0054154,0.0054167,0.0054181,0.0054194,0.0054207,0.0054216,0.0054222,0.0054229,0.0054235,0.0054241
184.56,-3.0972E-37,7.1406E-4,0.0016098,0.0023646,0.0029954,0.0035209,0.0039581,0.0043269,0.0046339,0.0048906,0.0051061,0.0052936,0.0054474,0.0055580,0.0056232,0.0056884,0.0057535,0.0057957,0.0058352,0.0058748,0.0059038,0.0059247,0.0059455,0.0059664,0.0059873,0.0060006,0.0060116,0.0060225,0.0060335,0.0060445,0.0060509,0.0060571,0.0060633,0.0060695,0.0060752,0.0060784,0.0060815,0.0060846,0.0060877,0.0060902,0.0060917,0.0060932,0.0060947,0.0060962,0.0060972,0.0060979,0.0060986,0.0060993,0.0061000
191.15,-4.9733E-37,7.9578E-4,0.0017904,0.0026283,0.0033287,0.0039122,0.0043976,0.0048072,0.0051480,0.0054331,0.0056724,0.0058805,0.0060513,0.0061741,0.0062465,0.0063188,0.0063912,0.0064380,0.0064819,0.0065258,0.0065580,0.0065812,0.0066044,0.0066276,0.0066507,0.0066655,0.0066777,0.0066899,0.0067020,0.0067142,0.0067213,0.0067282,0.0067351,0.0067420,0.0067484,0.0067518,0.0067553,0.0067588,0.0067622,0.0067650,0.0067667,0.0067683,0.0067700,0.0067716,0.0067727,0.0067735,0.0067743,0.0067751,0.0067758
197.74,-6.8493E-37,8.7750E-4,0.0019709,0.0028921,0.0036621,0.0043036,0.0048372,0.0052874,0.0056621,0.0059755,0.0062386,0.0064674,0.0066552,0.0067902,0.0068697,0.0069493,0.0070288,0.0070803,0.0071286,0.0071768,0.0072122,0.0072377,0.0072632,0.0072887,0.0073142,0.0073304,0.0073438,0.0073572,0.0073706,0.0073839,0.0073918,0.0073994,0.0074070,0.0074146,0.0074215,0.0074253,0.0074291,0.0074329,0.0074367,0.0074398,0.0074416,0.0074434,0.0074452,0.0074470,0.0074483,0.0074492,0.0074500,0.0074508,0.0074517
204.33,2.5116E-36,9.9130E-4,0.0022209,0.0032568,0.0041226,0.0048440,0.0054441,0.0059504,0.0063717,0.0067242,0.0070200,0.0072773,0.0074885,0.0076403,0.0077298,0.0078192,0.0079087,0.0079666,0.0080208,0.0080751,0.0081149,0.0081436,0.0081723,0.0082009,0.0082296,0.0082478,0.0082629,0.0082779,0.0082930,0.0083080,0.0083168,0.0083254,0.0083339,0.0083425,0.0083503,0.0083546,0.0083589,0.0083631,0.0083674,0.0083709,0.0083729,0.0083749,0.0083770,0.0083790,0.0083804,0.0083814,0.0083823,0.0083833,0.0083842
210.92,5.7082E-36,0.0011051,0.0024709,0.0036215,0.0045832,0.0053845,0.0060510,0.0066134,0.0070814,0.0074728,0.0078014,0.0080872,0.0083218,0.0084904,0.0085898,0.0086892,0.0087886,0.0088529,0.0089131,0.0089734,0.0090176,0.0090495,0.0090813,0.0091132,0.0091450,0.0091653,0.0091820,0.0091987,0.0092154,0.0092321,0.0092419,0.0092514,0.0092609,0.0092704,0.0092791,0.0092838,0.0092886,0.0092933,0.0092981,0.0093019,0.0093042,0.0093064,0.0093087,0.0093110,0.0093125,0.0093136,0.0093147,0.0093157,0.0093168
217.52,8.9047E-36,0.0012189,0.0027208,0.0039862,0.0050438,0.0059249,0.0066579,0.0072763,0.0077910,0.0082215,0.0085829,0.0088971,0.0091551,0.0093406,0.0094499,0.0095591,0.0096684,0.0097391,0.0098054,0.0098717,0.0099203,0.0099554,0.0099904,0.010025,0.010060,0.010083,0.010101,0.010119,0.010138,0.010156,0.010167,0.010177,0.010188,0.010198,0.010208,0.010213,0.010218,0.010224,0.010229,0.010233,0.010235,0.010238,0.010240,0.010243,0.010245,0.010246,0.010247,0.010248,0.010249
224.11,-1.0764E-35,0.0013774,0.0030670,0.0044904,0.0056802,0.0066714,0.0074960,0.0081918,0.0087707,0.0092550,0.0096615,0.010015,0.010305,0.010514,0.010637,0.010760,0.010883,0.010962,0.011037,0.011111,0.011166,0.011206,0.011245,0.011284,0.011324,0.011349,0.011370,0.011390,0.011411,0.011432,0.011444,0.011455,0.011467,0.011479,0.011490,0.011496,0.011501,0.011507,0.011513,0.011518,0.011521,0.011524,0.011526,0.011529,0.011531,0.011532,0.011534,0.011535,0.011536
230.70,-3.0433E-35,0.0015359,0.0034132,0.0049947,0.0063166,0.0074180,0.0083341,0.0091072,0.0097504,0.010289,0.010740,0.011133,0.011456,0.011687,0.011824,0.011961,0.012097,0.012186,0.012268,0.012351,0.012412,0.012456,0.012500,0.012543,0.012587,0.012615,0.012638,0.012661,0.012684,0.012707,0.012720,0.012733,0.012746,0.012759,0.012771,0.012778,0.012785,0.012791,0.012798,0.012803,0.012806,0.012809,0.012812,0.012815,0.012817,0.012819,0.012820,0.012822,0.012823
237.29,-5.0102E-35,0.0016944,0.0037593,0.0054990,0.0069530,0.0081645,0.0091723,0.010023,0.010730,0.011322,0.011819,0.012251,0.012606,0.012861,0.013011,0.013161,0.013312,0.013409,0.013500,0.013591,0.013658,0.013706,0.013754,0.013802,0.013850,0.013881,0.013906,0.013932,0.013957,0.013982,0.013997,0.014011,0.014026,0.014040,0.014053,0.014060,0.014068,0.014075,0.014082,0.014088,0.014091,0.014095,0.014098,0.014101,0.014104,0.014105,0.014107,0.014109,0.014110
243.88,1.2238E-35,0.0019151,0.0042386,0.0061961,0.0078323,0.0091954,0.010329,0.011286,0.012082,0.012748,0.013308,0.013794,0.014193,0.014480,0.014649,0.014818,0.014987,0.015097,0.015199,0.015302,0.015377,0.015431,0.015485,0.015539,0.015594,0.015628,0.015657,0.015685,0.015713,0.015742,0.015759,0.015775,0.015791,0.015807,0.015822,0.015830,0.015838,0.015846,0.015854,0.015861,0.015865,0.015868,0.015872,0.015876,0.015879,0.015881,0.015882,0.015884,0.015886
250.47,7.4578E-35,0.0021358,0.0047179,0.0068933,0.0087115,0.010226,0.011487,0.012550,0.013435,0.014175,0.014796,0.015337,0.015780,0.016099,0.016287,0.016475,0.016663,0.016784,0.016898,0.017012,0.017096,0.017156,0.017216,0.017277,0.017337,0.017375,0.017407,0.017438,0.017470,0.017502,0.017520,0.017538,0.017556,0.017574,0.017590,0.017599,0.017608,0.017617,0.017626,0.017634,0.017638,0.017642,0.017646,0.017651,0.017654,0.017656,0.017658,0.017660,0.017662
257.06,1.3692E-34,0.0023565,0.0051972,0.0075904,0.0095907,0.011257,0.012644,0.013814,0.014787,0.015601,0.016285,0.016879,0.017367,0.017718,0.017925,0.018132,0.018338,0.018472,0.018598,0.018723,0.018815,0.018881,0.018947,0.019014,0.019080,0.019122,0.019157,0.019192,0.019226,0.019261,0.019282,0.019301,0.019321,0.019341,0.019359,0.019369,0.019379,0.019389,0.019398,0.019406,0.019411,0.019416,0.019421,0.019425,0.019429,0.019431,0.019433,0.019435,0.019437
263.65,2.1316E-34,0.0026639,0.0058609,0.0085543,0.010806,0.012681,0.014242,0.015558,0.016654,0.017570,0.018340,0.019009,0.019558,0.019953,0.020185,0.020418,0.020651,0.020801,0.020943,0.021084,0.021187,0.021262,0.021336,0.021411,0.021485,0.021533,0.021572,0.021611,0.021650,0.021689,0.021712,0.021735,0.021757,0.021779,0.021799,0.021811,0.021822,0.021833,0.021844,0.021853,0.021858,0.021863,0.021869,0.021874,0.021878,0.021880,0.021883,0.021885,0.021888
270.25,2.8939E-34,0.0029712,0.0065246,0.0095183,0.012020,0.014105,0.015840,0.017303,0.018521,0.019539,0.020394,0.021138,0.021749,0.022187,0.022446,0.022705,0.022963,0.023131,0.023287,0.023444,0.023559,0.023642,0.023725,0.023808,0.023891,0.023944,0.023987,0.024031,0.024074,0.024118,0.024143,0.024168,0.024193,0.024217,0.024240,0.024252,0.024265,0.024277,0.024289,0.024299,0.024305,0.024311,0.024317,0.024323,0.024327,0.024330,0.024333,0.024335,0.024338
276.84,3.6563E-34,0.0032786,0.0071883,0.010482,0.013235,0.015529,0.017438,0.019048,0.020387,0.021508,0.022449,0.023267,0.023939,0.024422,0.024707,0.024991,0.025276,0.025460,0.025632,0.025805,0.025932,0.026023,0.026114,0.026205,0.026296,0.026355,0.026402,0.026450,0.026498,0.026546,0.026574,0.026601,0.026628,0.026656,0.026680,0.026694,0.026708,0.026721,0.026735,0.026746,0.026752,0.026759,0.026765,0.026772,0.026776,0.026779,0.026782,0.026785,0.026788
283.43,-2.0244E-33,0.0037068,0.0081079,0.011816,0.014915,0.017497,0.019645,0.021458,0.022966,0.024228,0.025287,0.026208,0.026964,0.027508,0.027828,0.028148,0.028469,0.028676,0.028870,0.029064,0.029207,0.029310,0.029412,0.029515,0.029618,0.029683,0.029737,0.029791,0.029845,0.029899,0.029930,0.029961,0.029991,0.030022,0.030050,0.030065,0.030081,0.030096,0.030111,0.030124,0.030131,0.030138,0.030145,0.030153,0.030158,0.030161,0.030165,0.030168,0.030171
